DT,TBL_NM,PRD_SE,PRD_DE,C1,C1_NM,ITM_NM,TBL_ID,ITM_ID,ORG_ID,C1_OBJ_NM
80.9,주택시장 소비심리지수,M,2019-04-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
93.1,주택시장 소비심리지수,M,2019-04-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.6,주택시장 소비심리지수,M,2019-04-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.0,주택시장 소비심리지수,M,2019-04-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
76.9,주택시장 소비심리지수,M,2019-04-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
78.3,주택시장 소비심리지수,M,2019-04-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
78.8,주택시장 소비심리지수,M,2019-04-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.3,주택시장 소비심리지수,M,2019-04-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
78.9,주택시장 소비심리지수,M,2019-04-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.9,주택시장 소비심리지수,M,2019-04-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
72.9,주택시장 소비심리지수,M,2019-04-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
68.7,주택시장 소비심리지수,M,2019-04-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.6,주택시장 소비심리지수,M,2019-04-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
63.5,주택시장 소비심리지수,M,2019-04-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.1,주택시장 소비심리지수,M,2019-05-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.1,주택시장 소비심리지수,M,2019-05-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.6,주택시장 소비심리지수,M,2019-05-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.2,주택시장 소비심리지수,M,2019-05-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.2,주택시장 소비심리지수,M,2019-05-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
87.8,주택시장 소비심리지수,M,2019-05-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
83.8,주택시장 소비심리지수,M,2019-05-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.8,주택시장 소비심리지수,M,2019-05-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.9,주택시장 소비심리지수,M,2019-05-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.9,주택시장 소비심리지수,M,2019-05-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
81.8,주택시장 소비심리지수,M,2019-05-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
81.7,주택시장 소비심리지수,M,2019-05-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
84.1,주택시장 소비심리지수,M,2019-05-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.8,주택시장 소비심리지수,M,2019-05-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
85.0,주택시장 소비심리지수,M,2019-05-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.6,주택시장 소비심리지수,M,2019-05-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
76.1,주택시장 소비심리지수,M,2019-05-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
75.6,주택시장 소비심리지수,M,2019-05-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
90.8,주택시장 소비심리지수,M,2019-05-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
77.0,주택시장 소비심리지수,M,2019-05-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.5,주택시장 소비심리지수,M,2019-06-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.0,주택시장 소비심리지수,M,2019-06-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.2,주택시장 소비심리지수,M,2019-06-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.3,주택시장 소비심리지수,M,2019-06-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.2,주택시장 소비심리지수,M,2019-06-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
93.3,주택시장 소비심리지수,M,2019-06-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
88.6,주택시장 소비심리지수,M,2019-06-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.0,주택시장 소비심리지수,M,2019-06-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.4,주택시장 소비심리지수,M,2019-06-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.9,주택시장 소비심리지수,M,2019-06-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
87.2,주택시장 소비심리지수,M,2019-06-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
79.1,주택시장 소비심리지수,M,2019-06-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.2,주택시장 소비심리지수,M,2019-06-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.4,주택시장 소비심리지수,M,2019-06-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.4,주택시장 소비심리지수,M,2019-06-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.3,주택시장 소비심리지수,M,2019-06-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
88.1,주택시장 소비심리지수,M,2019-06-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
81.6,주택시장 소비심리지수,M,2019-06-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.6,주택시장 소비심리지수,M,2019-06-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
83.5,주택시장 소비심리지수,M,2019-06-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.6,주택시장 소비심리지수,M,2019-07-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.4,주택시장 소비심리지수,M,2019-07-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.1,주택시장 소비심리지수,M,2019-07-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.2,주택시장 소비심리지수,M,2019-07-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.6,주택시장 소비심리지수,M,2019-07-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.8,주택시장 소비심리지수,M,2019-07-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
88.0,주택시장 소비심리지수,M,2019-07-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.2,주택시장 소비심리지수,M,2019-07-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.1,주택시장 소비심리지수,M,2019-07-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2019-07-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.6,주택시장 소비심리지수,M,2019-07-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
84.8,주택시장 소비심리지수,M,2019-07-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
88.3,주택시장 소비심리지수,M,2019-07-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
95.5,주택시장 소비심리지수,M,2019-07-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.3,주택시장 소비심리지수,M,2019-07-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.0,주택시장 소비심리지수,M,2019-07-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
89.0,주택시장 소비심리지수,M,2019-07-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
84.5,주택시장 소비심리지수,M,2019-07-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.4,주택시장 소비심리지수,M,2019-07-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
82.9,주택시장 소비심리지수,M,2019-07-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.6,주택시장 소비심리지수,M,2019-08-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.7,주택시장 소비심리지수,M,2019-08-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.1,주택시장 소비심리지수,M,2019-08-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.6,주택시장 소비심리지수,M,2019-08-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.7,주택시장 소비심리지수,M,2019-08-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.5,주택시장 소비심리지수,M,2019-08-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.8,주택시장 소비심리지수,M,2019-08-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.2,주택시장 소비심리지수,M,2019-08-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.8,주택시장 소비심리지수,M,2019-08-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.3,주택시장 소비심리지수,M,2019-08-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.4,주택시장 소비심리지수,M,2019-08-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
84.1,주택시장 소비심리지수,M,2019-08-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.9,주택시장 소비심리지수,M,2019-08-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.9,주택시장 소비심리지수,M,2019-08-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
97.7,주택시장 소비심리지수,M,2019-08-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.3,주택시장 소비심리지수,M,2019-08-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
94.3,주택시장 소비심리지수,M,2019-08-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
84.0,주택시장 소비심리지수,M,2019-08-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.6,주택시장 소비심리지수,M,2019-08-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
85.0,주택시장 소비심리지수,M,2019-08-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.8,주택시장 소비심리지수,M,2019-09-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.4,주택시장 소비심리지수,M,2019-09-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.4,주택시장 소비심리지수,M,2019-09-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.6,주택시장 소비심리지수,M,2019-09-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.9,주택시장 소비심리지수,M,2019-09-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.3,주택시장 소비심리지수,M,2019-09-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.0,주택시장 소비심리지수,M,2019-09-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.8,주택시장 소비심리지수,M,2019-09-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.4,주택시장 소비심리지수,M,2019-09-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.0,주택시장 소비심리지수,M,2019-09-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.0,주택시장 소비심리지수,M,2019-09-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
89.6,주택시장 소비심리지수,M,2019-09-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.6,주택시장 소비심리지수,M,2019-09-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.8,주택시장 소비심리지수,M,2019-09-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.7,주택시장 소비심리지수,M,2019-09-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.3,주택시장 소비심리지수,M,2019-09-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.8,주택시장 소비심리지수,M,2019-09-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.3,주택시장 소비심리지수,M,2019-09-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.3,주택시장 소비심리지수,M,2019-09-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
85.0,주택시장 소비심리지수,M,2019-09-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2019-10-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.1,주택시장 소비심리지수,M,2019-10-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
133.6,주택시장 소비심리지수,M,2019-10-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.7,주택시장 소비심리지수,M,2019-10-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.5,주택시장 소비심리지수,M,2019-10-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.8,주택시장 소비심리지수,M,2019-10-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.3,주택시장 소비심리지수,M,2019-10-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.9,주택시장 소비심리지수,M,2019-10-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.7,주택시장 소비심리지수,M,2019-10-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.9,주택시장 소비심리지수,M,2019-10-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.9,주택시장 소비심리지수,M,2019-10-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
85.4,주택시장 소비심리지수,M,2019-10-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.2,주택시장 소비심리지수,M,2019-10-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.9,주택시장 소비심리지수,M,2019-10-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.1,주택시장 소비심리지수,M,2019-10-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2019-10-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.7,주택시장 소비심리지수,M,2019-10-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
92.7,주택시장 소비심리지수,M,2019-10-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.1,주택시장 소비심리지수,M,2019-10-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
85.4,주택시장 소비심리지수,M,2019-10-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.4,주택시장 소비심리지수,M,2019-11-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.1,주택시장 소비심리지수,M,2019-11-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.4,주택시장 소비심리지수,M,2019-11-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.1,주택시장 소비심리지수,M,2019-11-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.9,주택시장 소비심리지수,M,2019-11-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.8,주택시장 소비심리지수,M,2019-11-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.0,주택시장 소비심리지수,M,2019-11-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.7,주택시장 소비심리지수,M,2019-11-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.5,주택시장 소비심리지수,M,2019-11-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.7,주택시장 소비심리지수,M,2019-11-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.8,주택시장 소비심리지수,M,2019-11-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
87.0,주택시장 소비심리지수,M,2019-11-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.9,주택시장 소비심리지수,M,2019-11-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.6,주택시장 소비심리지수,M,2019-11-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.7,주택시장 소비심리지수,M,2019-11-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.9,주택시장 소비심리지수,M,2019-11-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
96.6,주택시장 소비심리지수,M,2019-11-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.0,주택시장 소비심리지수,M,2019-11-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.3,주택시장 소비심리지수,M,2019-11-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
82.8,주택시장 소비심리지수,M,2019-11-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.7,주택시장 소비심리지수,M,2019-12-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.4,주택시장 소비심리지수,M,2019-12-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.4,주택시장 소비심리지수,M,2019-12-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.5,주택시장 소비심리지수,M,2019-12-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.6,주택시장 소비심리지수,M,2019-12-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.1,주택시장 소비심리지수,M,2019-12-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.2,주택시장 소비심리지수,M,2019-12-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.5,주택시장 소비심리지수,M,2019-12-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.1,주택시장 소비심리지수,M,2019-12-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
132.3,주택시장 소비심리지수,M,2019-12-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.4,주택시장 소비심리지수,M,2019-12-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
91.7,주택시장 소비심리지수,M,2019-12-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.3,주택시장 소비심리지수,M,2019-12-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.7,주택시장 소비심리지수,M,2019-12-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.5,주택시장 소비심리지수,M,2019-12-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.4,주택시장 소비심리지수,M,2019-12-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
98.0,주택시장 소비심리지수,M,2019-12-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.2,주택시장 소비심리지수,M,2019-12-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
143.3,주택시장 소비심리지수,M,2019-12-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
93.1,주택시장 소비심리지수,M,2019-12-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.3,주택시장 소비심리지수,M,2020-01-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.0,주택시장 소비심리지수,M,2020-01-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.5,주택시장 소비심리지수,M,2020-01-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.5,주택시장 소비심리지수,M,2020-01-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.8,주택시장 소비심리지수,M,2020-01-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.1,주택시장 소비심리지수,M,2020-01-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.1,주택시장 소비심리지수,M,2020-01-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.0,주택시장 소비심리지수,M,2020-01-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.1,주택시장 소비심리지수,M,2020-01-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.1,주택시장 소비심리지수,M,2020-01-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.9,주택시장 소비심리지수,M,2020-01-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.1,주택시장 소비심리지수,M,2020-01-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.1,주택시장 소비심리지수,M,2020-01-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.2,주택시장 소비심리지수,M,2020-01-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.1,주택시장 소비심리지수,M,2020-01-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.4,주택시장 소비심리지수,M,2020-01-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
101.4,주택시장 소비심리지수,M,2020-01-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.0,주택시장 소비심리지수,M,2020-01-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
138.1,주택시장 소비심리지수,M,2020-01-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
88.2,주택시장 소비심리지수,M,2020-01-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.3,주택시장 소비심리지수,M,2020-02-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.5,주택시장 소비심리지수,M,2020-02-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.7,주택시장 소비심리지수,M,2020-02-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.7,주택시장 소비심리지수,M,2020-02-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.5,주택시장 소비심리지수,M,2020-02-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.6,주택시장 소비심리지수,M,2020-02-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.3,주택시장 소비심리지수,M,2020-02-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.3,주택시장 소비심리지수,M,2020-02-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.5,주택시장 소비심리지수,M,2020-02-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.1,주택시장 소비심리지수,M,2020-02-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.5,주택시장 소비심리지수,M,2020-02-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.6,주택시장 소비심리지수,M,2020-02-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.2,주택시장 소비심리지수,M,2020-02-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.2,주택시장 소비심리지수,M,2020-02-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.1,주택시장 소비심리지수,M,2020-02-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.1,주택시장 소비심리지수,M,2020-02-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.8,주택시장 소비심리지수,M,2020-02-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
107.9,주택시장 소비심리지수,M,2020-02-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.2,주택시장 소비심리지수,M,2020-02-01,k0619,세종특별자치시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
88.9,주택시장 소비심리지수,M,2020-02-01,k0620,제주특별자치도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.6,주택시장 소비심리지수,M,2020-03-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.9,주택시장 소비심리지수,M,2020-03-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.1,주택시장 소비심리지수,M,2020-03-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.8,주택시장 소비심리지수,M,2020-03-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.4,주택시장 소비심리지수,M,2020-03-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.1,주택시장 소비심리지수,M,2020-03-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
100.3,주택시장 소비심리지수,M,2020-03-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.4,주택시장 소비심리지수,M,2020-03-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
103.5,주택시장 소비심리지수,M,2020-03-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
